id,section_name,web_url,pub_date,headline,trail_text,period,happiness
world/2023/dec/14/we-must-not-let-politics-trample-on-refugees-human-rights,World news,https://www.theguardian.com/world/2023/dec/14/we-must-not-let-politics-trample-on-refugees-human-rights,2023-12-14T17:57:41Z,We must not let politics trample on refugees’ human rights,"Letters: <strong>Rev Dr Noel Anthony Davies </strong>says Rishi Sunak’s government seems all too willing to breach the principles of the UN’s human rights declaration. Plus letters from <strong>Clive Stafford Smith, Jim King </strong>and<strong> Michael McLoughlin</strong>",2020-2023,5.439232175502743
politics/2023/dec/19/senior-figures-from-across-uk-politics-gather-to-remember-alistair-darling,Politics,https://www.theguardian.com/politics/2023/dec/19/senior-figures-from-across-uk-politics-gather-to-remember-alistair-darling,2023-12-19T15:04:59Z,Senior figures from across UK politics gather to remember Alistair Darling,"Edinburgh memorial service pays tribute to former chancellor for his ‘decency, honesty and shrewd judgement’",2020-2023,5.372762237762237
global/2023/jul/09/politics-no-thanks-were-conservatives,Global,https://www.theguardian.com/global/2023/jul/09/politics-no-thanks-were-conservatives,2023-07-09T16:04:11Z,"Politics? No thanks, we’re Conservatives",<strong>Brief letters: </strong>Conservatives | Banksy v Jenrick | Weak government | Turtles | Robots | Lord’s Prayer ,2020-2023,5.50707423580786
politics/2023/nov/12/far-right-clashes-london-pro-palestine-march-grant-shapps-suella-braverman,Politics,https://www.theguardian.com/politics/2023/nov/12/far-right-clashes-london-pro-palestine-march-grant-shapps-suella-braverman,2023-11-12T12:50:07Z,Shapps accuses Labour of ‘playing politics’ over Braverman protest comments,Government begins apparent defence of home secretary after claims her rhetoric led to far-right counterprotest,2020-2023,5.260171606864275
world/2023/dec/17/democracys-super-bowl-40-elections-that-will-shape-global-politics-in-2024,World news,https://www.theguardian.com/world/2023/dec/17/democracys-super-bowl-40-elections-that-will-shape-global-politics-in-2024,2023-12-17T06:00:19Z,Democracy’s Super Bowl: 40 elections that will shape global politics in 2024,"From Russia to South Africa, India to the US, the coming year’s contests could embolden dictators or revitalise democracies",2020-2023,5.320819672131147
commentisfree/2023/dec/13/the-guardian-view-on-economic-stagnation-a-chronic-syndrome-causing-toxic-politics,Opinion,https://www.theguardian.com/commentisfree/2023/dec/13/the-guardian-view-on-economic-stagnation-a-chronic-syndrome-causing-toxic-politics,2023-12-13T18:48:52Z,The Guardian view on economic stagnation: a chronic syndrome causing toxic politics ,<strong>Editorial:</strong> The prolonged absence of growth causes social divisions that the Conservatives would rather exploit than address,2020-2023,5.2413345864661665
uk-news/2023/dec/13/a-moment-when-politics-doesnt-matter-portland-responds-to-bibby-stockholm-death,UK news,https://www.theguardian.com/uk-news/2023/dec/13/a-moment-when-politics-doesnt-matter-portland-responds-to-bibby-stockholm-death,2023-12-13T17:33:50Z,‘A moment when politics doesn’t matter’: Portland responds to Bibby Stockholm death,Steady trickle of Dorset residents stop to leave a card or flowers and pay their respects,2020-2023,5.294992548435172
politics/2023/dec/30/labour-pledges-clean-up-politics-outrage-liz-truss-honours-list-resignation,Politics,https://www.theguardian.com/politics/2023/dec/30/labour-pledges-clean-up-politics-outrage-liz-truss-honours-list-resignation,2023-12-30T18:17:51Z,Labour pledges to ‘clean up politics’ after outrage over Liz Truss honours list,Shadow front bencher says Keir Starmer would not have resignation honours after ‘appalling spectacle’ of ex-prime minister ‘rewarding cronies’,2020-2023,5.281070866141732
commentisfree/2023/dec/31/the-guardian-view-on-the-crisis-in-politics-better-politicians-need-better-standards,Opinion,https://www.theguardian.com/commentisfree/2023/dec/31/the-guardian-view-on-the-crisis-in-politics-better-politicians-need-better-standards,2023-12-31T18:00:08Z,The Guardian view on the crisis in politics: better politicians need better standards,"<strong>Editorial:</strong> Over the holidays, this column will explore next year’s urgent issues. Today we look at whether the forthcoming general election can restore political trust",2020-2023,5.291224086870681
politics/2023/nov/14/discontent-tory-rightwing-david-cameron-return,Politics,https://www.theguardian.com/politics/2023/nov/14/discontent-tory-rightwing-david-cameron-return,2023-11-14T11:14:53Z,‘The politics of yesterday’: discontent on Tory right mars Cameron’s return,MPs such as Kwarteng and Rees-Mogg are resentful of ex-PM’s Brexit stance and see his comeback as a gamble,2020-2023,5.29218220338983
politics/live/2023/dec/06/boris-johnson-covid-inquiry-pmqs-conservatives-labour-uk-politics-latest,Politics,https://www.theguardian.com/politics/live/2023/dec/06/boris-johnson-covid-inquiry-pmqs-conservatives-labour-uk-politics-latest,2023-12-06T21:59:59Z,UK politics live: Robert Jenrick resigns over immigration policy – as it happened,Immigration minister quits saying small boats crisis doing ‘untold damage’ to the country,2020-2023,5.279747330033864
uk-news/2023/sep/26/appeal-to-lgbtq-tories-to-condemn-suella-braverman-over-gay-persecution-comments,UK news,https://www.theguardian.com/uk-news/2023/sep/26/appeal-to-lgbtq-tories-to-condemn-suella-braverman-over-gay-persecution-comments,2023-09-26T14:09:01Z,LGBT+ Conservatives patron accuses Braverman of ‘dog-whistle’ politics,UK home secretary will say in US that Britain should not grant asylum to people who simply express fear of discrimination for being gay,2020-2023,5.283007518796993
commentisfree/2023/dec/20/the-guardian-view-on-the-politics-of-migration-when-centrists-dabble-in-extremism,Opinion,https://www.theguardian.com/commentisfree/2023/dec/20/the-guardian-view-on-the-politics-of-migration-when-centrists-dabble-in-extremism,2023-12-20T18:26:16Z,The Guardian view on the politics of migration: when centrists dabble in extremism,"<strong>Editorial:</strong> Western Europe is undergoing a reconfiguration, with the centre-right posing as radicals and the nativist right donning the garb of centrists",2020-2023,5.3246050096339115
world/2023/nov/09/carles-puigdemont-from-self-exile-to-unlikely-kingmaker-of-spanish-politics,World news,https://www.theguardian.com/world/2023/nov/09/carles-puigdemont-from-self-exile-to-unlikely-kingmaker-of-spanish-politics,2023-11-09T18:04:40Z,Carles Puigdemont: from self-exile to unlikely kingmaker of Spanish politics,Architect of Catalonia’s illegal referendum of 2017 has signed deal to support Spain’s socialists in return for amnesty,2020-2023,5.268792613636364
australia-news/2023/nov/28/pat-dodson-wa-labor-senator-resigns-illness-cancer-treatment,Australia news,https://www.theguardian.com/australia-news/2023/nov/28/pat-dodson-wa-labor-senator-resigns-illness-cancer-treatment,2023-11-28T00:55:33Z,Labor senator Pat Dodson to resign from politics due to health issues ,Father of reconciliation says following cancer treatment he is ‘physically unable’ to carry out his duties as a Western Australian senator,2020-2023,5.46668
us-news/2023/oct/08/biden-military-aid-israel-hamas-attack-blinken,US news,https://www.theguardian.com/us-news/2023/oct/08/biden-military-aid-israel-hamas-attack-blinken,2023-10-08T20:04:20Z,Blinken: Republicans ‘playing politics’ in attacking Biden over Israeli crisis,Sniping was not limited to cross-party wrangling as Republicans also blamed each other of having triggered the violence,2020-2023,5.217845394736842
politics/2023/nov/02/sunak-plays-eager-chatshow-host-as-musk-discusses-ai-and-politics,Politics,https://www.theguardian.com/politics/2023/nov/02/sunak-plays-eager-chatshow-host-as-musk-discusses-ai-and-politics,2023-11-02T22:07:14Z,Sunak plays eager chatshow host as Musk discusses AI and politics,The prime minister flattered the entrepreneur who in turn put aside his abrasive persona for their talk on AI,2020-2023,5.447615262321145
world/2023/nov/20/pieter-omtzigt-the-netherlands-outsider-whose-politics-is-firmly-in-the-centre,World news,https://www.theguardian.com/world/2023/nov/20/pieter-omtzigt-the-netherlands-outsider-whose-politics-is-firmly-in-the-centre,2023-11-20T12:24:42Z,Pieter Omtzigt: the Netherlands outsider whose politics is firmly in the centre,A much-admired MP who launched his own party in the summer is hoping for electoral success,2020-2023,5.338266522210184
politics/2023/oct/06/what-labour-rutherglen-victory-means-for-snp-and-uk-politics,Politics,https://www.theguardian.com/politics/2023/oct/06/what-labour-rutherglen-victory-means-for-snp-and-uk-politics,2023-10-06T09:48:21Z,What Labour’s Rutherglen victory means for SNP and UK politics,Party’s victory may point to a change in Scottish political alignments that spells danger for Humza Yousaf,2020-2023,5.297521739130435
commentisfree/2023/dec/29/british-politics-local-councils-ministers-town-hall-democracy,Opinion,https://www.theguardian.com/commentisfree/2023/dec/29/british-politics-local-councils-ministers-town-hall-democracy,2023-12-29T11:00:03Z,British politics is rotting from the bottom up: pity our crisis-hit local councils,"The collapse of town hall democracy is a scandal unfolding in real time, says Guardian columnist Simon Jenkins",2020-2023,5.310886889460154
australia-news/2023/dec/09/somehow-australian-politics-has-delivered-a-christmas-miracle-and-thats-a-big-deal,Australia news,https://www.theguardian.com/australia-news/2023/dec/09/somehow-australian-politics-has-delivered-a-christmas-miracle-and-thats-a-big-deal,2023-12-08T14:00:54Z,Somehow Australian politics has delivered a Christmas miracle – and that’s a big deal,Anthony Albanese’s success in pushing ahead on NDIS reform is a triumph of hope over experience. Can Peter Dutton rise to the occasion?,2020-2023,5.328031319910515
environment/2023/dec/26/climate-defiance-change-protesters-confrontation,Environment,https://www.theguardian.com/environment/2023/dec/26/climate-defiance-change-protesters-confrontation,2023-12-26T13:00:36Z,New breed of climate protesters vows to take fight to ‘cowards’ of US politics,"Climate Defiance, trying to make the climate crisis a top issue in 2024 election, isn’t afraid to anger ‘cowards’ and ‘criminals’",2020-2023,5.4000154320987654
commentisfree/2023/nov/12/the-guardian-view-on-farmings-green-transition-the-politics-arent-looking-good,Opinion,https://www.theguardian.com/commentisfree/2023/nov/12/the-guardian-view-on-farmings-green-transition-the-politics-arent-looking-good,2023-11-12T18:25:10Z,The Guardian view on farming’s green transition: the politics aren’t looking good,<strong>Editorial:</strong> This month’s Cop28 climate summit will focus on greenhouse gas emissions from agriculture. Governments need to take note,2020-2023,5.387274549098197
books/2023/dec/27/shame-the-politics-and-power-of-an-emotion-by-david-keen-review-trumpisms-lifeblood,Books,https://www.theguardian.com/books/2023/dec/27/shame-the-politics-and-power-of-an-emotion-by-david-keen-review-trumpisms-lifeblood,2023-12-27T11:00:03Z,Shame: The Politics and Power of an Emotion by David Keen review – Trumpism’s lifeblood,An intriguing analysis of the driving force behind rightwing populism,2020-2023,5.281596516690857
books/2023/dec/16/published-this-year-politics-trump-biden-cheney-romney-republicans-democrats,Books,https://www.theguardian.com/books/2023/dec/16/published-this-year-politics-trump-biden-cheney-romney-republicans-democrats,2023-12-16T10:00:55Z,"A house divided: 2023 in US politics books, before Trump v Biden part II",The age of the Trump blockbuster may be past but the American political scene keeps producing good reads,2020-2023,5.352969363707777
commentisfree/2023/sep/21/the-guardian-view-on-europes-politics-volatile-and-drifting-rightwards,Opinion,https://www.theguardian.com/commentisfree/2023/sep/21/the-guardian-view-on-europes-politics-volatile-and-drifting-rightwards,2023-09-21T17:35:16Z,The Guardian view on Europe’s politics: volatile and drifting rightwards,<strong>Editorial:</strong> New research exposes the growing influence of the radical right on more mainstream forces. A counteroffensive is overdue,2020-2023,5.347219999999999
us-news/2023/aug/24/belligerence-and-hostility-trumps-mugshot-defines-modern-us-politics,US news,https://www.theguardian.com/us-news/2023/aug/24/belligerence-and-hostility-trumps-mugshot-defines-modern-us-politics,2023-08-25T15:51:56Z,Belligerence and hostility: Trump’s mugshot defines modern US politics,"From Bugsy to Bowie, every decade had its defining booking photo. Now we have ours for these politically spiteful times",2020-2023,5.351162790697675
us-news/2023/oct/09/outrage-tv-matt-gaetz-kevin-mccarthy-republicans-fox-news,US news,https://www.theguardian.com/us-news/2023/oct/09/outrage-tv-matt-gaetz-kevin-mccarthy-republicans-fox-news,2023-10-09T10:00:07Z,Outrage TV: critics condemn Gaetz and co for performance over politics,Experts say removal of Kevin McCarthy was in large part to keep rebels relevant on Fox News and other rightwing networks,2020-2023,5.360952380952381
books/2023/oct/28/bayard-rustin-review-civil-rights-legacy-obama-film,Books,https://www.theguardian.com/books/2023/oct/28/bayard-rustin-review-civil-rights-legacy-obama-film,2023-10-28T10:00:12Z,Bayard Rustin review: fine portrait of a giant of protest and politics,"Michael G Long edits essays from 23 authors on the great civil rights advocate, newly in the spotlight thanks to the Obamas",2020-2023,5.358571428571429
commentisfree/2023/nov/14/spain-is-losing-trust-in-politics-this-backroom-catalan-deal-wont-restore-it,Opinion,https://www.theguardian.com/commentisfree/2023/nov/14/spain-is-losing-trust-in-politics-this-backroom-catalan-deal-wont-restore-it,2023-11-14T07:00:22Z,Spain is losing trust in politics. This backroom Catalan deal won’t restore it,"Pedro Sánchez’s amnesty for separatists will see him return as prime minister, but he faces mounting public discontent, says journalist María Ramírez",2020-2023,5.283190298507463
politics/2023/oct/03/sunak-to-tell-tories-of-britains-broken-politics-amid-chaotic-conference,Politics,https://www.theguardian.com/politics/2023/oct/03/sunak-to-tell-tories-of-britains-broken-politics-amid-chaotic-conference,2023-10-03T21:00:24Z,Sunak to tell Tories of Britain’s broken politics amid chaotic conference,"Prime minister faces claims that after 13 years in power, many of the problems he highlights are of his own party’s making",2020-2023,5.270935856992639
us-news/2023/dec/08/nancy-pelosi-kevin-mccarthy-replacement-california-politics,US news,https://www.theguardian.com/us-news/2023/dec/08/nancy-pelosi-kevin-mccarthy-replacement-california-politics,2023-12-08T17:40:39Z,Who will step up in California politics as McCarthy exits and Pelosi steps back?,"A political vacuum has formed in the most populous state, home to the last two House speakers and a departed senior senator",2020-2023,5.329305331179322
commentisfree/2023/nov/12/across-the-globe-compassion-for-migrants-has-given-way-to-cruel-performative-politics,Opinion,https://www.theguardian.com/commentisfree/2023/nov/12/across-the-globe-compassion-for-migrants-has-given-way-to-cruel-performative-politics,2023-11-12T08:00:15Z,"Across the globe, compassion for migrants has given way to cruel, performative politics","From Britain and Italy to Tunisia and Pakistan, our leaders crave being seen to be tough as a distraction from their failures at home",2020-2023,5.25069967707212
australia-news/2023/nov/15/liberal-senate-hopeful-accused-of-putting-politics-above-facts-by-opposing-llawara-windfarm,Australia news,https://www.theguardian.com/australia-news/2023/nov/15/liberal-senate-hopeful-accused-of-putting-politics-above-facts-by-opposing-llawara-windfarm,2023-11-15T00:44:29Z,Liberal Senate hopeful accused of putting politics above facts by opposing Illawarra windfarm,Former NSW cabinet minister Andrew Constance says he will back members of the Coalition Against Offshore Wind if elected,2020-2023,5.340088888888888
commentisfree/2023/dec/17/reith-lectures-miss-point-politics-fails-when-avoids-issue-of-class,Opinion,https://www.theguardian.com/commentisfree/2023/dec/17/reith-lectures-miss-point-politics-fails-when-avoids-issue-of-class,2023-12-17T07:30:20Z,The Reith lectures miss the point. Politics fails when it avoids the issue of class,Questions of identity are overwhelming our sense of solidarity. It’s no wonder people are disillusioned,2020-2023,5.330030425963488
australia-news/2023/dec/10/from-accidental-premier-to-trailblazing-leader-annastacia-palaszczuks-power-sprang-from-her-warm-personal-politics,Australia news,https://www.theguardian.com/australia-news/2023/dec/10/from-accidental-premier-to-trailblazing-leader-annastacia-palaszczuks-power-sprang-from-her-warm-personal-politics,2023-12-10T04:26:30Z,"From ‘accidental premier’ to trailblazing leader, Annastacia Palaszczuk’s power sprang from her warm personal politics",The Queensland premier leaves office as perhaps the most successful Labor politician in a generation,2020-2023,5.441739130434783
world/2023/nov/14/pieter-omtzigt-centrist-outsider-who-wants-to-remake-dutch-politics-in-his-own-image,World news,https://www.theguardian.com/world/2023/nov/14/pieter-omtzigt-centrist-outsider-who-wants-to-remake-dutch-politics-in-his-own-image,2023-11-14T05:00:21Z,Pieter Omtzigt: centrist outsider who wants to remake Dutch politics in his own image,The brand new NSC party is top of the polls as the election nears and has a charismatic leader famed for uncovering official wrongdoing,2020-2023,5.387617091207889
world/2023/sep/12/putin-trump-political-persecution-claims,World news,https://www.theguardian.com/world/2023/sep/12/putin-trump-political-persecution-claims,2023-09-12T13:24:14Z,"Legal action against Trump shows ‘rottenness’ of US politics, says Putin ",Russian leader claims indictments of former president are political persecution,2020-2023,5.273137651821863
stage/2023/nov/14/comedians-politics-eddie-izzard-volodymyr-zelenskiy-jon-gnarr-al-franken,Stage,https://www.theguardian.com/stage/2023/nov/14/comedians-politics-eddie-izzard-volodymyr-zelenskiy-jon-gnarr-al-franken,2023-11-14T11:00:35Z,Standup and be counted: Eddie Izzard and the comics who took politics by storm,Can the surreal comedy superstar parlay comedy chops into political power? Izzard certainly wouldn’t be the first standup to pivot from telling jokes to canvassing for votes,2020-2023,5.373928866832093
fashion/2023/nov/11/were-ravers-with-a-duty-of-care-how-sports-bangers-subversive-fashion-skewers-politics,Fashion,https://www.theguardian.com/fashion/2023/nov/11/were-ravers-with-a-duty-of-care-how-sports-bangers-subversive-fashion-skewers-politics,2023-11-11T06:00:27Z,‘We’re ravers with a duty of care’: how Sports Banger’s subversive fashion skewers politics,"Jonny Banger’s clothes pack a political punch, but don’t call him an activist. He discusses Tottenham, Tulisa and a new book charting a decade of genre-defying work",2020-2023,5.3785613207547165
us-news/2023/sep/29/dianne-feinstein-senator-dies,US news,https://www.theguardian.com/us-news/2023/sep/29/dianne-feinstein-senator-dies,2023-09-29T14:48:18Z,"Senator Dianne Feinstein, trailblazer for women in US politics, dies aged 90","Death of longest-serving female US senator, who was due to retire at end of her term next year, has weighty political implications",2020-2023,5.354183070866142
australia-news/2023/sep/30/myth-politics-and-why-the-voice-battle-in-tasmania-is-different-to-everywhere-else,Australia news,https://www.theguardian.com/australia-news/2023/sep/30/myth-politics-and-why-the-voice-battle-in-tasmania-is-different-to-everywhere-else,2023-09-29T15:00:03Z,"Myth, politics and murder: why the voice battle in Tasmania is different",A bloody colonial past and Liberal support for a yes vote inform the debate in the only state where the campaign in favour has recently remained ahead,2020-2023,5.383209772535805
politics/2023/may/29/starting-young-on-the-politics-of-argument,Politics,https://www.theguardian.com/politics/2023/may/29/starting-young-on-the-politics-of-argument,2023-05-29T16:18:33Z,Starting young on the politics of argument,"Letters: <strong>John Sommer</strong>, <strong>Martin Cooper</strong> and <strong>Lyn A Dade</strong> respond to an article by Alastair Campbell on teaching politics in primary school",2020-2023,5.471023391812866
politics/2023/jun/25/how-british-politics-got-hijacked-by-conspiracy-theories,Politics,https://www.theguardian.com/politics/2023/jun/25/how-british-politics-got-hijacked-by-conspiracy-theories,2023-06-25T15:17:02Z,How British politics got hijacked by conspiracy theories,<strong>Letters: </strong>Readers respond to an article by John Harris on how some politicians are fuelling harmful myths instead of tackling misinformation,2020-2023,5.33512104283054
lifeandstyle/2023/nov/04/brexit-lack-of-cash-politics-has-the-uk-cycling-revolution-run-out-of-road,Life and style,https://www.theguardian.com/lifeandstyle/2023/nov/04/brexit-lack-of-cash-politics-has-the-uk-cycling-revolution-run-out-of-road,2023-11-04T17:00:44Z,"Brexit, lack of cash, politics: has the UK cycling revolution run out of road?","Bike sales boomed during the pandemic, but now cycle shops are going bust, sales of ebikes are sluggish and there’s a downturn in ‘active travel’",2020-2023,5.395850144092219
world/2023/sep/28/canada-assassination-claim-sparks-rare-consensus-in-indias-polarised-politics-and-media,World news,https://www.theguardian.com/world/2023/sep/28/canada-assassination-claim-sparks-rare-consensus-in-indias-polarised-politics-and-media,2023-09-27T23:59:46Z,Canada assassination claim sparks rare consensus in India’s polarised politics and media,"News anchors, political commentators and even the opposition furiously condemn accusations India played a role in assassination of Sikh activist",2020-2023,5.220734870317003
politics/2023/aug/06/mps-income-from-outside-politics-a-timeline-of-the-furore,Politics,https://www.theguardian.com/politics/2023/aug/06/mps-income-from-outside-politics-a-timeline-of-the-furore,2023-08-06T18:03:44Z,MPs’ income from outside politics: a timeline of the furore,"Almost 18 months after the Owen Paterson scandal led to promises of a crackdown on MPs’ second jobs, their income from outside work has continued to rise",2020-2023,5.331991978609626
australia-news/live/2023/oct/10/australia-news-live-indigenous-voice-israel-gaza-energy-power-bills-cost-of-living,Australia news,https://www.theguardian.com/australia-news/live/2023/oct/10/australia-news-live-indigenous-voice-israel-gaza-energy-power-bills-cost-of-living,2023-10-10T07:54:03Z,PM says Dutton playing politics on Israel-Hamas war response – as it happened,This blog is now closed.,2020-2023,5.362761129853807
australia-news/2023/dec/08/daniel-andrews-ombudsman-report-deborah-glass,Australia news,https://www.theguardian.com/australia-news/2023/dec/08/daniel-andrews-ombudsman-report-deborah-glass,2023-12-07T14:00:24Z,"Daniel Andrews still looms large over Victorian politics, but Jacinta Allan is trying to move on",Ombudsman’s report finds Andrews’ had same number of staff as PM’s and NSW premier’s office – combined,2020-2023,5.284618585298197
books/2023/aug/04/party-lines-by-ed-gillett-review-the-politics-of-dancing,Books,https://www.theguardian.com/books/2023/aug/04/party-lines-by-ed-gillett-review-the-politics-of-dancing,2023-08-04T06:30:05Z,Party Lines by Ed Gillett review – the politics of dancing,A buzzing study of how the cat-and-mouse game played by partygoers and the state shaped contemporary Britain,2020-2023,5.446366047745357
books/2023/sep/21/key-takeaways-michael-wolff-the-fall-murdoch-fox-us-politics,Books,https://www.theguardian.com/books/2023/sep/21/key-takeaways-michael-wolff-the-fall-murdoch-fox-us-politics,2023-09-21T13:38:25Z,"Key takeaways from Michael Wolff’s book on Murdoch, Fox and US politics ",Here’s what we’ve learned so far from the eagerly awaited book The Fall: The End of Fox News and the Murdoch Dynasty,2020-2023,5.310344827586207
global-development/2023/nov/13/mahua-moitra-not-making-excuses-hypocrisy-in-indian-politics-and-her-terrible-taste-in-men,Global development,https://www.theguardian.com/global-development/2023/nov/13/mahua-moitra-not-making-excuses-hypocrisy-in-indian-politics-and-her-terrible-taste-in-men,2023-11-13T06:00:25Z,Grit and glamour: how Mahua Moitra shook up the misogyny and hypocrisy of Indian politics,"A divorcee who likes a glass of wine and a pair of Ferragamo shoes, the opposition MP has become a target for character assassination for Narendra Modi’s conservatives. But she hits back twice as hard",2020-2023,5.433555114200596
commentisfree/2023/dec/20/big-power-politics-world-order-un-icc,Opinion,https://www.theguardian.com/commentisfree/2023/dec/20/big-power-politics-world-order-un-icc,2023-12-20T07:00:05Z,2023 has shown us the misery big-power politics creates. Here’s how we can do things differently,"The ‘rules-based world order’ is no more than a myth. It’s time for a major overhaul of institutions from the UN to the ICC, says Estonia’s minister of foreign affairs Margus Tsahkna",2020-2023,5.3445373665480425
world/2023/sep/07/sanna-marin-finland-prime-minister-tony-blair-institute,World news,https://www.theguardian.com/world/2023/sep/07/sanna-marin-finland-prime-minister-tony-blair-institute,2023-09-07T16:15:19Z,Former PM Sanna Marin quits Finnish politics to join Tony Blair Institute,"Marin, who stepped down as leader of the Social Democrats after finishing third in April’s election, to resign as MP",2020-2023,5.58693396226415
books/2023/sep/20/politics-on-the-edge-by-rory-stewart-review-a-ringside-seat-for-mayhem,Books,https://www.theguardian.com/books/2023/sep/20/politics-on-the-edge-by-rory-stewart-review-a-ringside-seat-for-mayhem,2023-09-20T06:30:10Z,Politics on the Edge by Rory Stewart review – a ringside seat for mayhem,The life of a minister is described with flair and frustration by the former Tory MP and cabinet member,2020-2023,5.247821901323707
media/2023/sep/23/fox-news-republicans-murdoch-2024-election,Media,https://www.theguardian.com/media/2023/sep/23/fox-news-republicans-murdoch-2024-election,2023-09-23T11:00:27Z,‘Rupert Murdoch is a symptom’: Fox’s future politics look the same as past,"Little will change at Fox News under new leadership, analysts say, as Republicans can rely on yet more outrage and division",2020-2023,5.308735632183908
commentisfree/2023/oct/05/spain-future-politics-election-government,Opinion,https://www.theguardian.com/commentisfree/2023/oct/05/spain-future-politics-election-government,2023-10-05T05:00:03Z,Spain is becoming harder to govern. Is this the future of our divided politics? ,"Three months after a general election, attempts to form a government have so far failed – and hostility between parties is mounting, says Spanish journalist María Ramírez",2020-2023,5.326036468330134
commentisfree/2023/jul/28/artificial-intelligence-powering-politics-reboot-democracy,Opinion,https://www.theguardian.com/commentisfree/2023/jul/28/artificial-intelligence-powering-politics-reboot-democracy,2023-07-28T06:00:02Z,Artificial intelligence is powering politics – but it could also reboot democracy,"Generative AI can involve citizens directly in decision-making, but not while developers’ incentives are only financial, says Polly Curtis, chief executive of Demos",2020-2023,5.4623198847262255
australia-news/2023/nov/16/morning-mail-labor-reveals-visa-fix-politics-at-the-arias-india-through-to-world-cup-final,Australia news,https://www.theguardian.com/australia-news/2023/nov/16/morning-mail-labor-reveals-visa-fix-politics-at-the-arias-india-through-to-world-cup-final,2023-11-15T20:02:33Z,"Morning Mail: Labor reveals visa fix, politics at the Arias, India through to World Cup final",New legislation today will criminalise breach of visa conditions,2020-2023,5.3775395033860045
commentisfree/2023/oct/27/female-voters-undecided-labour-rachel-reeves,Opinion,https://www.theguardian.com/commentisfree/2023/oct/27/female-voters-undecided-labour-rachel-reeves,2023-10-27T11:00:45Z,"Why are so many female voters undecided? Labour can engage them with policies, not politics","Rachel Reeves’ plans would benefit women all over the country - commmunicating them properly will be key, says Guardian columnist Polly Toynbee",2020-2023,5.479775533108866
film/2023/jun/16/berlusconi-turned-entertainment-into-politics,Film,https://www.theguardian.com/film/2023/jun/16/berlusconi-turned-entertainment-into-politics,2023-06-16T12:17:23Z,No more Antonioni: how Berlusconi turned entertainment into politics,"The lurid giant of Italian populism’s career grew out of his media empire, which heralded post-ideological society with a consumerist dreamworld",2020-2023,5.497548387096773
film/2023/apr/23/pacifiction-review-tense-drama-of-polynesian-politics,Film,https://www.theguardian.com/film/2023/apr/23/pacifiction-review-tense-drama-of-polynesian-politics,2023-04-23T11:30:37Z,Pacifiction review – tense drama of Polynesian politics,Albert Serra’s film builds tension beautifully as a French high commissioner navigates intrigue,2020-2023,5.3795789473684215
australia-news/2023/dec/02/albanese-is-prioritising-governing-over-spectacle-but-in-an-era-of-zero-sum-politics-is-it-enough,Australia news,https://www.theguardian.com/australia-news/2023/dec/02/albanese-is-prioritising-governing-over-spectacle-but-in-an-era-of-zero-sum-politics-is-it-enough,2023-12-01T14:00:17Z,"Albanese is prioritising governing over spectacle – but in an era of zero-sum politics, is it enough?","Dutton’s polarising political theatre rates in the modern engagement economy, but governing? Not so much",2020-2023,5.342417498081351
politics/2023/jun/13/caroline-lucas-is-a-symbol-of-a-better-politics,Politics,https://www.theguardian.com/politics/2023/jun/13/caroline-lucas-is-a-symbol-of-a-better-politics,2023-06-13T16:00:07Z,Caroline Lucas is a symbol of a better politics,"Letters: <strong>Ian Flintoff</strong> praises the Green MP, who is retiring at the next general election, and urges others to stand for office, and <strong>David Melvin</strong> says she is a refreshing change from most politicians",2020-2023,5.413215189873418
world/2023/nov/19/my-brother-the-democracy-campaigner-and-political-prisoner-by-sanaa-seif,World news,https://www.theguardian.com/world/2023/nov/19/my-brother-the-democracy-campaigner-and-political-prisoner-by-sanaa-seif,2023-11-19T14:00:04Z,"My brother the political prisoner, by Sanaa Seif","I was just his little sister, now I’m trying to free him from an Egyptian prison. By Sanaa Seif",2020-2023,5.4588417721518985
politics/2023/dec/20/the-corrupting-influence-of-political-donations-laid-bare,Politics,https://www.theguardian.com/politics/2023/dec/20/the-corrupting-influence-of-political-donations-laid-bare,2023-12-20T18:01:15Z,The corrupting influence of political donations laid bare,Letters: <strong>Brian Basham </strong>on the part he played in a controversial £1m donation to the Labour party by campaigners opposed to foxhunting,2020-2023,5.45334328358209
world/2023/dec/14/japans-ruling-party-engulfed-by-political-fundraising-scandal,World news,https://www.theguardian.com/world/2023/dec/14/japans-ruling-party-engulfed-by-political-fundraising-scandal,2023-12-14T04:59:11Z,Japan’s ruling party engulfed by political fundraising scandal,Four ministers resign amid reports that prosecutors were poised to raid offices of dozens of ruling party MPs,2020-2023,5.245520446096655
politics/2023/sep/17/byelections-the-covid-inquiry-and-a-budget-what-does-uk-politics-have-in-store,Politics,https://www.theguardian.com/politics/2023/sep/17/byelections-the-covid-inquiry-and-a-budget-what-does-uk-politics-have-in-store,2023-09-17T08:00:54Z,"Byelections, the Covid inquiry and a budget – what does UK politics have in store?","Conference season is here, along with significant electoral tests, followed by the king’s speech and autumn statement",2020-2023,5.408557312252964
