id,section_name,web_url,pub_date,headline,trail_text,period,happiness
politics/audio/2013/nov/28/politics-weekly-podcast-scottish-independence,Politics,https://www.theguardian.com/politics/audio/2013/nov/28/politics-weekly-podcast-scottish-independence,2013-11-28T15:56:09Z,Politics Weekly podcast: Scottish independence and benefits for new migrants,"<p>Polly Toynbee, Martin Kettle and Anne Perkins join Tom Clark to discuss the white paper setting out the SNP's route to Scottish independence; plus David Cameron's plan to curb benefit claims from new migrants</p>",2010-2013,5.319192825112108
commentisfree/2013/oct/15/politics-security-nsa-gchq-mi6-action-editorial,Opinion,https://www.theguardian.com/commentisfree/2013/oct/15/politics-security-nsa-gchq-mi6-action-editorial,2013-10-15T22:06:09Z,Politics and security: a pressing need for action,<strong>Editorial: </strong>The security services enjoy a degree of autonomy that exceeds what many MPs and ministers would judge appropriate,2010-2013,5.205796064400715
politics/audio/2013/sep/12/politics-weekly-podcast-lib-dem-conference,Politics,https://www.theguardian.com/politics/audio/2013/sep/12/politics-weekly-podcast-lib-dem-conference,2013-09-12T15:05:29Z,Politics Weekly podcast: Lib Dem conference preview,"<p>Hugh Muir and guests discuss next week's Liberal Democratic party conference; Ed Miliband's reception at the TUC, and Boris Johnson losing the plot at the London assembly</p>",2010-2013,5.342413793103448
politics/2013/nov/06/shipyard-closure-announcement-and-pmqs-politics-live-blog,Politics,https://www.theguardian.com/politics/2013/nov/06/shipyard-closure-announcement-and-pmqs-politics-live-blog,2013-11-06T16:42:08Z,Shipyard job losses announcement and PMQs: Politics live blog,"<strong>Andrew Sparrow</strong>'s rolling coverage of all the day's political developments as they happen, including the expected shipyard closure announcement and David Cameron and Ed Miliband at PMQs.",2010-2013,5.323181528256155
theobserver/2013/nov/24/letters-politicians-alienate-people,Global,https://www.theguardian.com/theobserver/2013/nov/24/letters-politicians-alienate-people,2013-11-24T00:05:14Z,Renewing interest in politics must begin at a local level,"<strong>Letters: </strong>Polticians have alienated the population, who aren't bothering to protest",2010-2013,5.323068862275449
politics/2013/oct/30/pmqs-nick-clegg-press-conference-politics-live-cameron-milliband,Politics,https://www.theguardian.com/politics/2013/oct/30/pmqs-nick-clegg-press-conference-politics-live-cameron-milliband,2013-10-30T16:19:40Z,PMQs and Nick Clegg press conference – politics live blog,"Paul Owen with live coverage as David Cameron and Ed Miliband face off at prime minister's questions, and Nick Clegg gives a press conference delayed from Monday when a crane fell on the Cabinet Office<br />&bull; <a href=""http://www.theguardian.com/politics/2013/oct/30/pmqs-nick-clegg-press-conference-politics-live-cameron-milliband?commentpage=1#block-52713124e4b051882ae4f5a6"">Read a summary of today's key events</a>",2010-2013,5.311284459873392
commentisfree/2013/jul/17/labour-politics-editorial,Opinion,https://www.theguardian.com/commentisfree/2013/jul/17/labour-politics-editorial,2013-07-17T20:30:00Z,Labour politics: the meh index,<strong>Editorial: </strong>Miliband needs to find a persuasive alternative vision to the one Cameron has to begun to sketch out,2010-2013,5.336666666666666
politics/2013/oct/10/nick-cleggs-lbc-phone-in-politics-live-blog,Politics,https://www.theguardian.com/politics/2013/oct/10/nick-cleggs-lbc-phone-in-politics-live-blog,2013-10-10T14:32:55Z,Nick Clegg's LBC phone-in: Politics live blog,"<strong>Andrew Sparrow</strong>'s rolling coverage of all the day's political developments as they happen, including Nick Clegg's LBC phone-in and reaction to the publication of the immigration bill",2010-2013,5.324196383302349
politics/blog/2013/sep/13/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/blog/2013/sep/13/politics-live-readers-edition,2013-09-13T07:46:06Z,Politics live: readers' edition - Friday 13 September,"<p>Share breaking news, leave links to interesting articles online and chat about the day's political events in our open thread</p>",2010-2013,5.53812865497076
commentisfree/2013/nov/21/co-op-bank-politics-ed-miliband,Opinion,https://www.theguardian.com/commentisfree/2013/nov/21/co-op-bank-politics-ed-miliband,2013-11-21T23:42:09Z,Politics and the Co-op: a time for mutual respect,<p><strong>Editorial</strong>: Tories' tactic of playing the man not the ball undermines politics as a whole and blocks the conversation the country needs</p>,2010-2013,5.205315457413249
commentisfree/2013/jul/21/economy-politics-recovery-editorial,Opinion,https://www.theguardian.com/commentisfree/2013/jul/21/economy-politics-recovery-editorial,2013-07-21T19:28:41Z,Economy: politics of the recovery,<strong>Editorial: </strong>The chancellor will be able to reiterate his theme that 'Britain is moving out of intensive care and from rescue to recovery',2010-2013,5.271956856702619
science/political-science/2013/sep/06/science-policy-australian-election-2013,Science,https://www.theguardian.com/science/political-science/2013/sep/06/science-policy-australian-election-2013,2013-09-06T17:00:00Z,Speaking up for science in Australian politics,<p><strong>Krystal Evans: </strong>Australian researchers are starting to play a role in shaping science policy</p>,2010-2013,5.490073099415205
politics/blog/2013/dec/04/nick-clegg-takes-pmqs-and-infrastructure-announcement-politics-live-blog,Politics,https://www.theguardian.com/politics/blog/2013/dec/04/nick-clegg-takes-pmqs-and-infrastructure-announcement-politics-live-blog,2013-12-04T15:23:12Z,Nick Clegg takes PMQs and infrastructure announcement: Politics live blog,"<a href=""http://www.theguardian.com/politics/blog/2013/dec/04/nick-clegg-takes-pmqs-and-infrastructure-announcement-politics-live-blog#block-529ef0e7e4b0eae5b43292a1"">&bull; National infrastructure plan - Details</a><a href=""http://www.theguardian.com/politics/blog/2013/dec/04/nick-clegg-takes-pmqs-and-infrastructure-announcement-politics-live-blog#block-529ef4a0e4b0eae5b43292a2"">&bull;&nbsp;Danny Alexander's interviews - Summary</a><a href=""http://www.theguardian.com/politics/blog/2013/dec/04/nick-clegg-takes-pmqs-and-infrastructure-announcement-politics-live-blog#block-529f27fde4b0299692d546da"">&bull;&nbsp;Lunchtime summary</a>",2010-2013,5.355362461135657
politics/audio/2013/aug/09/australian-politics-weekly-podcast,Politics,https://www.theguardian.com/politics/audio/2013/aug/09/australian-politics-weekly-podcast,2013-08-09T16:33:09Z,Australian Politics Weekly podcast: Coming soon!,<p>Tune in next week for the first in a new series of political podcasts from the Guardian's reporters in Canberra as the countdown continues for the 2013 Australian general election</p>,2010-2013,
politics/2013/nov/26/scottish-government-publishes-white-paper-on-independence-politics-live-blog,Politics,https://www.theguardian.com/politics/2013/nov/26/scottish-government-publishes-white-paper-on-independence-politics-live-blog,2013-11-27T09:46:46Z,Scottish government publishes white paper on independence: Politics live blog,<strong>Andrew Sparrow</strong> and <strong>Paul Owen</strong>'s rolling coverage of the publication of the Scottish government's white paper on independence,2010-2013,5.413600154430216
politics/2013/nov/08/mps-debate-the-eu-referendum-bill-politics-live-blog,Politics,https://www.theguardian.com/politics/2013/nov/08/mps-debate-the-eu-referendum-bill-politics-live-blog,2013-11-08T16:15:15Z,MPs debate the EU referendum bill: Politics live blog,Andrew Sparrow's rolling coverage of the Commons debate on James Wharton's EU referendum bill,2010-2013,5.284010468594218
stage/theatreblog/2013/aug/12/edinburgh-festival-art-above-politics,Stage,https://www.theguardian.com/stage/theatreblog/2013/aug/12/edinburgh-festival-art-above-politics,2013-08-12T11:36:53Z,Edinburgh festival: is art above politics?,<p><strong>Lyn Gardner: </strong>International festival director Jonathan Mills makes waves by saying that he will avoid the upcoming Scottish referendum</p>,2010-2013,5.418275862068965
world/2013/dec/02/infrastructure-is-built-with-rigorous-cost-benefit-analysis-not-politics,World news,https://www.theguardian.com/world/2013/dec/02/infrastructure-is-built-with-rigorous-cost-benefit-analysis-not-politics,2013-12-02T01:37:27Z,"Infrastructure is built with rigorous cost-benefit analysis, not politics",Tony Abbott has decided to fund the Melbourne east-west link before a business case has been made,2010-2013,5.3847846889952145
politics/2013/sep/09/george-osbornes-speech-on-the-economy-politics-live-blog,Politics,https://www.theguardian.com/politics/2013/sep/09/george-osbornes-speech-on-the-economy-politics-live-blog,2013-09-09T16:48:31Z,Nick Clegg's press conference: Politics live blog,"<a href=""http://www.theguardian.com/politics/2013/sep/09/george-osbornes-speech-on-the-economy-politics-live-blog#block-522d95c3e4b0716040115e55"">&bull; John Kerry's press conference with William Hague on Syria - Summary</a><br /><a href=""http://www.theguardian.com/politics/2013/sep/09/george-osbornes-speech-on-the-economy-politics-live-blog#block-522daf3ce4b005df22aa300d"">&bull; George Osborne's economy speech - Summary</a><br /><a href=""http://www.theguardian.com/politics/2013/sep/09/george-osbornes-speech-on-the-economy-politics-live-blog#block-522db914e4b0b4804819a44e"">&bull; Lunchtime summary<br /></a><a href=""http://www.theguardian.com/politics/2013/sep/09/george-osbornes-speech-on-the-economy-politics-live-blog#block-522dd6dee4b03cba712fa127"">&bull;&nbsp;Nick Clegg's press conference - Summary</a><br /><a href=""http://www.theguardian.com/politics/2013/sep/09/george-osbornes-speech-on-the-economy-politics-live-blog#block-522de4ace4b0716040115e7a"">&bull; Afternoon summary</a>",2010-2013,5.292693487059978
politics/blog/2013/sep/03/lobbying-bill-debate-charities-live-blog,Politics,https://www.theguardian.com/politics/blog/2013/sep/03/lobbying-bill-debate-charities-live-blog,2013-09-03T08:11:00Z,MPs debate lobbying bill: Politics live blog,"<p><strong>Andrew Sparrow'</strong>s rolling coverage of all the day's political developments as they happen, including Andrew Lansley giving evidence to a committee on the lobbying bill and MPs debating the bill, and its impact on charities, at second reading</p>",2010-2013,5.26111904508153
world/2013/jun/05/asylum-security-inquiry-election,World news,https://www.theguardian.com/world/2013/jun/05/asylum-security-inquiry-election,2013-06-05T22:50:00Z,Politics as it happened,<p>Inspector-General to examine complex asylum cases - Coalition declares national security failure</p>,2010-2013,5.311726529160739
media/2013/nov/17/how-magazines-helped-shape-society,Media,https://www.theguardian.com/media/2013/nov/17/how-magazines-helped-shape-society,2013-11-17T10:00:00Z,"Politics, pop, scoops and Sloanes: how magazines helped shape  society","<p>They may be known for gossip and fashion, but the UK's weeklies and glossies have also broken major news stories – and as the publishers' association celebrates its 100th anniversary, they seem to be in ruder health than ever</p>",2010-2013,5.430932069510268
commentisfree/2013/dec/10/egg-wars-how-politics-of-influence-block-free-range-labelling-reform,Opinion,https://www.theguardian.com/commentisfree/2013/dec/10/egg-wars-how-politics-of-influence-block-free-range-labelling-reform,2013-12-10T03:53:06Z,Egg wars: how politics of influence block free-range labelling reform,"<strong>John Kaye:&nbsp;</strong>In their quest for even greater profits, Australian industrial egg producers are appropriating the free-range label while depriving their animals of room to move. Reform is needed",2010-2013,5.437647628267183
education/2013/nov/27/postgraduate-art-and-politics,Education,https://www.theguardian.com/education/2013/nov/27/postgraduate-art-and-politics,2013-11-27T10:50:00Z,MA in art and politics: art that changes the world,<p>Want to use your art to shake things up? Theo Price found a master's in art and politics combined the two things he valued most</p>,2010-2013,5.479649122807017
commentisfree/2013/dec/04/thailand-ultimatum-politics-editorial,Opinion,https://www.theguardian.com/commentisfree/2013/dec/04/thailand-ultimatum-politics-editorial,2013-12-04T23:47:29Z,Thailand's ultimatum politics,"<strong>Editorial:</strong> Emergence of new political forces in Thailand should be good news, but the demonstrators' demands cannot be called democratic",2010-2013,5.299658536585366
commentisfree/2013/dec/31/leader-2-uncertainty-politics,Opinion,https://www.theguardian.com/commentisfree/2013/dec/31/leader-2-uncertainty-politics,2013-12-31T21:56:16Z,The future: uncertainty politics,"<p><strong>Editorial</strong>: The recovery will continue this year but many voters will not feel the gain. Beyond that, the crystal ball is fuzzier. Will Ukip or Labour win the Euro elections? Will the coalition survive the year?</p>",2010-2013,5.312304038004751
commentisfree/2013/dec/30/migration-politics-fear-syria-refugees,Opinion,https://www.theguardian.com/commentisfree/2013/dec/30/migration-politics-fear-syria-refugees,2013-12-30T23:00:51Z,Migration: politics of fear,"<strong>Editorial: </strong>The more politicians announce panic measures, the more likely they are to turn to hardline policies advocated by Ukip",2010-2013,5.205358024691358
world/video/2013/dec/26/2013-in-australian-politics-video,Australia news,https://www.theguardian.com/world/video/2013/dec/26/2013-in-australian-politics-video,2013-12-26T20:45:00Z,2013 in Australian politics – video,<p>Guardian Australia's political team look back at a volatile year in Australian politics</p>,2010-2013,
politics/audio/2013/dec/19/politics-weekly-podcast-airport-expansion-2013,Politics,https://www.theguardian.com/politics/audio/2013/dec/19/politics-weekly-podcast-airport-expansion-2013,2013-12-19T16:11:31Z,"Politics Weekly podcast: 'clocking on' in the Lords, airport expansion and 2013 in politics","<p>Jonathan Freedland, Michael White and Martin Kettle join Tom Clark to discuss the year in politics</p>",2010-2013,5.306063829787234
commentisfree/2013/dec/17/tory-politics-heathrow-airport-expansion,Opinion,https://www.theguardian.com/commentisfree/2013/dec/17/tory-politics-heathrow-airport-expansion,2013-12-17T12:52:39Z,The tricky Tory politics of Heathrow,<strong>Jonathan Freedland: First thoughts:</strong> Cameron is hemmed in on both sides over airport expansion. Oh to be China for a day and be rid of this paralysing democracy,2010-2013,5.352677902621723
science/2013/jul/30/libidinal-politics-karl-marx,Science,https://www.theguardian.com/science/2013/jul/30/libidinal-politics-karl-marx,2013-07-30T20:00:03Z,Libidinal politics,"<strong>Letters:</strong> Wouldn't we be better advised to attend to the dynamics of the ideological unconscious, of Marxist extraction, which interlocks with economics and politics?",2010-2013,5.146984126984126
books/2013/dec/04/best-politics-books-2013,Books,https://www.theguardian.com/books/2013/dec/04/best-politics-books-2013,2013-12-04T08:00:00Z,The best politics books of 2013,"<p>From the back streets to the Bullingdon Club, Michael White rounds up the best politics books of the year</p>",2010-2013,5.382400332225913
politics/blog/2013/dec/30/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/blog/2013/dec/30/politics-live-readers-edition,2013-12-30T10:03:25Z,Politics live: readers' edition - Monday 30 December,"<p>I'm not writing my usual Politics Live blog today, but, as an alternative, here's Politics Live: readers' edition. It's intended to be a place where you can catch up with the latest news and find links to good politics blogs and articles on the web</p>",2010-2013,5.546432748538012
politics/blog/2013/dec/31/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/blog/2013/dec/31/politics-live-readers-edition,2013-12-31T09:29:00Z,Politics live: readers' edition - Tuesday 31 December,"<p>Share breaking news, leave links to interesting articles online and chat about the week's political events in our open thread</p>",2010-2013,5.529005847953217
politics/blog/2013/dec/24/politics-live-readers-edition-tuesday-24-december,Politics,https://www.theguardian.com/politics/blog/2013/dec/24/politics-live-readers-edition-tuesday-24-december,2013-12-24T08:58:03Z,Politics live: readers' edition - Tuesday 24 December,"Share breaking news, leave links to interesting articles online and chat about the week's political events in our open thread",2010-2013,5.533756613756613
politics/blog/2013/dec/27/politics-live-readers-edition-friday-27-december,Politics,https://www.theguardian.com/politics/blog/2013/dec/27/politics-live-readers-edition-friday-27-december,2013-12-27T08:42:25Z,Politics live: readers' edition - Friday 27 December,"Share breaking news, leave links to interesting articles online and chat about the week's political events in our open thread",2010-2013,5.532823529411766
politics/blog/2013/dec/23/politics-live-readers-edition-monday-23-december,Politics,https://www.theguardian.com/politics/blog/2013/dec/23/politics-live-readers-edition-monday-23-december,2013-12-23T08:59:37Z,Politics live: readers' edition - Monday 23 December,"Share breaking news, leave links to interesting articles online and chat about the week's political events in our open thread",2010-2013,5.532823529411766
commentisfree/2013/nov/22/us-politics-filibuster-republicans-democrats,Opinion,https://www.theguardian.com/commentisfree/2013/nov/22/us-politics-filibuster-republicans-democrats,2013-11-22T23:40:16Z,US politics: when nuclear deterrence fails,<strong>Editorial:</strong> The 'nuclear' option of banning the filibuster has to be judged against how irradiated the atmosphere in Washington already is,2010-2013,5.22666089965398
politics/blog/2013/dec/13/politics-live-readers-edition-friday-13-december,Politics,https://www.theguardian.com/politics/blog/2013/dec/13/politics-live-readers-edition-friday-13-december,2013-12-13T10:21:35Z,Politics live: readers' edition - Friday 13 December,"Share breaking news, leave links to interesting articles online and chat about the week's political events in our open thread",2010-2013,5.53812865497076
politics/blog/2013/dec/18/david-cameron-takes-pmqs-politics-live-blog,Politics,https://www.theguardian.com/politics/blog/2013/dec/18/david-cameron-takes-pmqs-politics-live-blog,2013-12-18T16:03:18Z,David Cameron at PMQs: Politics live blog,"<strong>Andrew Sparrow</strong>'s rolling coverage of all the day's political developments as they happen, including David Cameron and Ed Miliband at PMQs",2010-2013,5.3351662330153236
world/video/2013/nov/13/kevin-rudd-resignation-speech,Australia news,https://www.theguardian.com/world/video/2013/nov/13/kevin-rudd-resignation-speech,2013-11-13T11:43:00Z,Kevin Rudd resigns from politics - video,"<p>Former Australian prime minister and member of parliament for Griffith, Kevin Rudd resigned from Parliament</p>",2010-2013,
politics/blog/2013/dec/06/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/blog/2013/dec/06/politics-live-readers-edition,2013-12-06T08:57:36Z,Politics live: readers' edition - Friday 6 December,"<p>Share breaking news, leave links to interesting articles online and chat about the week's political events in our open thread</p>",2010-2013,5.53812865497076
commentisfree/2013/dec/01/women-in-politics,Opinion,https://www.theguardian.com/commentisfree/2013/dec/01/women-in-politics,2013-12-01T22:21:50Z,Women in politics: a very suitable job,<p><strong>Editorial: </strong>The facts just don't support the widely held view that women can't stand the heat</p>,2010-2013,5.323697996918336
politics/2013/nov/22/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/2013/nov/22/politics-live-readers-edition,2013-11-22T09:01:05Z,Politics live: readers' edition - Friday 22 November,"<p>Share breaking news, leave links to interesting articles online and chat about the day's political events in our open thread</p>",2010-2013,5.53812865497076
politics/blog/2013/dec/20/politics-live-readers-edition-friday-20-december-2013,Politics,https://www.theguardian.com/politics/blog/2013/dec/20/politics-live-readers-edition-friday-20-december-2013,2013-12-20T08:04:14Z,Politics live: readers' edition - Friday 20 December 2013,"Share breaking news, leave links to interesting articles online and chat about the week's political events in our open thread",2010-2013,5.53812865497076
commentisfree/2013/nov/18/age-of-consent-politics-sex,Opinion,https://www.theguardian.com/commentisfree/2013/nov/18/age-of-consent-politics-sex,2013-11-18T00:06:00Z,Age of consent: the politics of sex,<p><strong>Editorial:</strong> What most young people need is what this government seems relucant to offer: better education about sex and relationships</p>,2010-2013,5.4092009685230025
politics/audio/2013/dec/12/politics-weekly-welfare-iain-duncan-smith,Politics,https://www.theguardian.com/politics/audio/2013/dec/12/politics-weekly-welfare-iain-duncan-smith,2013-12-12T17:01:36Z,Politics Weekly podcast: universal credit and Ukraine protests,"<p>Nick Cohen, Toby Helm, Anne Perkins and Shaun Walker join Tom Clark to discuss the delays and IT failures besetting the government's ambitious welfare reform; plus we hear from Kiev where thousands are protesting on the streets as Ukraine's government tacks away from the EU and towards closer ties with Russia</p>",2010-2013,5.281741293532339
world/2013/jun/12/street-politics-taksim-square,World news,https://www.theguardian.com/world/2013/jun/12/street-politics-taksim-square,2013-06-12T20:00:06Z,Street politics,"<strong>Letters:</strong> Will Jenkins will now take heed of freed-slave Frederick Douglass's wise words from 1857: ""Power concedes nothing without a demand; it never did and it never will""?",2010-2013,5.215541401273885
politics/audio/2013/dec/06/politics-weekly-podcast-autumn-statement-nelson-mandela,Politics,https://www.theguardian.com/politics/audio/2013/dec/06/politics-weekly-podcast-autumn-statement-nelson-mandela,2013-12-06T16:11:32Z,Politics Weekly podcast: autumn statement and Mandela's legacy,"<p>Mumsnet's Justine Roberts, YouGov's Peter Kellner and the OBR's Robert Chote join Tom Clark to discuss George Osborne's announcements in this year's autumn statement. Plus Seumas Milne and Hugh Muir discuss Nelson Mandela's political legacy</p>",2010-2013,5.298920187793428
world/2013/sep/18/religious-rights-divisive-politics,World news,https://www.theguardian.com/world/2013/sep/18/religious-rights-divisive-politics,2013-09-18T20:00:02Z,Religious rights and divisive politics,<strong>Letters:</strong> Millions of Muslim women worldwide oppose the full veil and some object to headscarves and cloaks too,2010-2013,5.495960591133005
politics/blog/2013/nov/15/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/blog/2013/nov/15/politics-live-readers-edition,2013-11-15T13:53:20Z,Politics live: readers' edition - Friday 15 November,"<p>Share breaking news, leave links to interesting articles online and chat about the week's political events in our open thread</p>",2010-2013,5.53812865497076
global-development-professionals-network/2013/nov/07/forced-labour-slavery-crime,Working in development,https://www.theguardian.com/global-development-professionals-network/2013/nov/07/forced-labour-slavery-crime,2013-11-07T16:12:00Z,"Forced labour: it's about politics, not crime","<p>The fight against forced labour isn't a battle against abstract economic forces or crime, but a political and moral struggle over the kind of society we want to live in</p>",2010-2013,5.243193277310925
commentisfree/2013/sep/02/queer-sort-of-politics,Opinion,https://www.theguardian.com/commentisfree/2013/sep/02/queer-sort-of-politics,2013-09-02T04:59:00Z,A queer sort of politics,<p><strong>Julie Bindel: Straight expectations:</strong> Has the battle for respect and equality been won? Help me to uncover the state of the gay nation</p>,2010-2013,5.329933598937584
politics/2013/oct/28/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/2013/oct/28/politics-live-readers-edition,2013-10-28T10:50:26Z,Politics live: readers' edition - Monday 28 October,"<p>Share breaking news, leave links to interesting articles online and chat about the day's political events in our open thread</p>",2010-2013,5.546432748538012
news/gallery/2013/sep/30/best-of-eyewitness-politics-protest,News,https://www.theguardian.com/news/gallery/2013/sep/30/best-of-eyewitness-politics-protest,2013-09-30T11:29:59Z,Best of Eyewitness - politics and protest,"<p>From Gordon Brown's last day in office to Vladimir Putin's first and unrest affecting people around the world, here are some of the best images of politics and protest from our archives</p>",2010-2013,
politics/blog/2013/nov/01/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/blog/2013/nov/01/politics-live-readers-edition,2013-11-01T08:30:00Z,Politics live: readers' edition - Friday 1 November,"<p>Share breaking news, leave links to interesting articles online and chat about the day's political events in our open thread</p>",2010-2013,5.53812865497076
news/blog/2013/dec/24/cathy-mcgowans-independent-advice-puts-party-politics-in-perspective,Australia news,https://www.theguardian.com/news/blog/2013/dec/24/cathy-mcgowans-independent-advice-puts-party-politics-in-perspective,2013-12-24T04:55:04Z,Cathy McGowan's independent advice puts party politics in perspective,The MP's success flies in the face of predictions people would never vote for another independent after the minority Labor government,2010-2013,5.4417879256965955
politics/blog/2013/oct/31/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/blog/2013/oct/31/politics-live-readers-edition,2013-10-31T08:30:00Z,Politics live: readers' edition - Thursday 31 October,"<p>Share breaking news, leave links to interesting articles online and chat about the day's political events in our open thread</p>",2010-2013,5.535321637426901
world/gallery/2013/dec/13/italys-pitchfork-protests-unsettle-countrys-traditional-politics-in-pictures,World news,https://www.theguardian.com/world/gallery/2013/dec/13/italys-pitchfork-protests-unsettle-countrys-traditional-politics-in-pictures,2013-12-13T22:25:04Z,Italy's Pitchfork protests unsettle country's traditional politics – in pictures,A wave of demonstrations by disparate groups unite under the banner Il Forconi (Pitchforks) to protest against the Italian government's austerity measures,2010-2013,
politics/2013/oct/29/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/2013/oct/29/politics-live-readers-edition,2013-10-29T08:30:00Z,Politics live: readers' edition - Tuesday 29 October,"<p>Share breaking news, leave links to interesting articles online and chat about the day's political events in our open thread</p>",2010-2013,5.529005847953217
commentisfree/cartoon/2013/nov/23/martin-rowson-politics-strained-metaphors,Opinion,https://www.theguardian.com/commentisfree/cartoon/2013/nov/23/martin-rowson-politics-strained-metaphors,2013-11-23T00:01:32Z,Martin Rowson on politics and strained metaphors – cartoon,<p>The 50th anniversary of the BBC TV series Doctor Who and the deaths of Aldous Huxley and CS Lewis</p>,2010-2013,
politics/blog/2013/dec/19/mi5mi6-torture-collusion-report-published-politics-live-blog,Politics,https://www.theguardian.com/politics/blog/2013/dec/19/mi5mi6-torture-collusion-report-published-politics-live-blog,2013-12-19T15:02:55Z,MI5/MI6 torture collusion report published: Politics live blog,"<strong>Andrew Sparrow</strong>'s rolling coverage of all the day's political developments as they happen, including the publication of the Gibson inquiry report into allegations that MI5 and MI6 colluded in torture, and Kenneth Clarke's statement about it to parliament",2010-2013,5.288076857386849
politics/2013/oct/25/politics-live-readers-edition,Politics,https://www.theguardian.com/politics/2013/oct/25/politics-live-readers-edition,2013-10-25T08:00:00Z,Politics live: readers' edition - Friday 25 October,"<p>Share breaking news, leave links to interesting articles online and chat about the day's political events in our open thread</p>",2010-2013,5.53812865497076
commentisfree/2013/sep/22/kick-uglism-out-politics-david-schneider,Opinion,https://www.theguardian.com/commentisfree/2013/sep/22/kick-uglism-out-politics-david-schneider,2013-09-22T19:00:00Z,Let's kick uglism out of politics,<p><strong>David Schneider: </strong>Shallow voters reject Ed Miliband simply because he looks like a platypus. Was Labour's struggle to make themselves electable just about ditching unattractive leaders for one who was reasonably hot?</p>,2010-2013,5.341881081081081
politics/2013/nov/12/ed-daveys-speech-to-energy-firms-telling-them-not-to-be-greedy-politics-live-blog,Politics,https://www.theguardian.com/politics/2013/nov/12/ed-daveys-speech-to-energy-firms-telling-them-not-to-be-greedy-politics-live-blog,2013-11-12T16:49:34Z,MPs debate the bedroom tax: Politics live blog,Andrew Sparrow's rolling coverage of the day's political developments,2010-2013,5.29268953068592
commentisfree/2013/oct/13/immigration-british-politics-hostile-editorial,Opinion,https://www.theguardian.com/commentisfree/2013/oct/13/immigration-british-politics-hostile-editorial,2013-10-13T22:34:07Z,A hostile environment: Immigration and British politics,"<strong>Editorial: </strong>Immigration was until recently running at historic highs, and any politician needs to face up to public unease",2010-2013,5.28115823817292
commentisfree/2013/oct/30/politics-market-smoke-light-editorial,Opinion,https://www.theguardian.com/commentisfree/2013/oct/30/politics-market-smoke-light-editorial,2013-10-30T22:48:13Z,Politics and the market: more smoke than light,<strong>Editorial: </strong>Battle over energy prices first of what may be many that pitch politicians against suppliers of essential services voters have come to mistrust,2010-2013,5.279072847682119
commentisfree/2013/sep/05/global-politics,Opinion,https://www.theguardian.com/commentisfree/2013/sep/05/global-politics,2013-09-05T21:45:11Z,Global politics: always the national angle,<strong>Editorial: </strong>Authoritative attempts to put every country in the same explanatory frame should come with a health warning,2010-2013,5.349600000000001
politics/blog/2013/dec/17/heathrow-expansion-airports-commission-publishes-interim-report-politics-live-blog,Politics,https://www.theguardian.com/politics/blog/2013/dec/17/heathrow-expansion-airports-commission-publishes-interim-report-politics-live-blog,2013-12-17T16:27:18Z,Heathrow expansion - Airports Commission publishes interim report: Politics live blog,<strong>Andrew Sparrow</strong>'s rolling coverage of the day's political developments,2010-2013,5.355626962142198
books/2023/dec/10/honouring-benjamin-zephaniahs-poetry-and-politics,Books,https://www.theguardian.com/books/2023/dec/10/honouring-benjamin-zephaniahs-poetry-and-politics,2023-12-10T16:27:57Z,Honouring Benjamin Zephaniah’s poetry and politics,<strong>Brief letters: </strong>Actions of an anarchic activist | Mind your language | Mozambique’s Mapiko dance,2020-2023,5.619915254237287
books/2023/dec/04/the-best-politics-books-of-2023,Books,https://www.theguardian.com/books/2023/dec/04/the-best-politics-books-of-2023,2023-12-04T07:30:36Z,The best politics books of 2023,Rory Stewart’s bridge-burning memoir; the rise and demise of Liz Truss; and what Trump’s aide saw at the White House,2020-2023,5.31798747763864
australia-news/2023/dec/10/queensland-premier-annastacia-palaszczuk-retires-from-politics,Australia news,https://www.theguardian.com/australia-news/2023/dec/10/queensland-premier-annastacia-palaszczuk-retires-from-politics,2023-12-10T03:42:51Z,Queensland premier Annastacia Palaszczuk retires from politics,Labor leader says state is ‘in good shape’ and ‘now is the time for me to leave’ following months of speculation about her future,2020-2023,5.571305084745762
inequality/2023/oct/16/labour-must-pay-attention-to-class-politics,Inequality,https://www.theguardian.com/inequality/2023/oct/16/labour-must-pay-attention-to-class-politics,2023-10-16T16:42:03Z,Labour must pay attention to class politics,"<strong>Letters: </strong>In a society where work no longer pays the bills and social mobility has slowed, class is not something you can leave behind, writes <strong>Neil Schofield-Hughes</strong>. Plus letters from <strong>Martyn Taylor</strong> and <strong>Lesley Moore</strong>",2020-2023,5.423125
